company_id,year,metric_code,value,unit_code
1012,2020,368,37.38,11
1012,2021,368,10.92,11
1012,2022,368,51.84,11
1012,2023,368,90.86,11
1012,2024,368,4.67,11
1012,2023,440,69.9,81
1012,2024,440,25.05,81
1013,2021,53,58,4
1013,2022,53,320,4
1013,2023,53,545,4
1013,2024,53,821,4
1013,2023,440,79.97,81
1013,2024,440,35.86,81
1013,2020,445,61.01,11
1013,2021,445,59.82,11
1013,2022,445,73.57,11
1013,2023,445,2.98,11
1013,2024,445,72.47,11
1013,2024,466,67.51,11
1014,2024,293,147,4
1014,2024,458,91.28,11
1015,2024,390,98.31,3
1016,2023,258,746,2
1016,2024,258,138,2
1016,2020,440,61.88,81
1016,2021,440,44.59,81
1016,2022,440,33.34,81
1016,2023,440,34.72,81
1016,2024,440,43.01,81
1017,2023,85,81.74,3
1017,2024,85,42.51,3
1017,2022,245,738,4
1017,2023,245,187,4
1017,2024,245,868,4
1017,2023,390,90.4,3
1017,2024,390,59.34,3
1018,2021,304,14.34,3
1018,2022,304,27.43,3
1018,2023,304,1.7,3
1018,2024,304,79.19,3
1018,2020,380,70.57,3
1018,2021,380,4.57,3
1018,2022,380,83.51,3
1018,2023,380,48.15,3
1018,2024,380,98.31,3
1020,2021,304,35.23,3
1020,2022,304,23.26,3
1020,2023,304,68.3,3
1020,2024,304,65.7,3
1020,2020,369,78.39,3
1020,2021,369,19.65,3
1020,2022,369,83.69,3
1020,2023,369,10.09,3
1020,2024,369,88.59,3
1020,2021,440,77.35,81
1020,2022,440,83.6,81
1020,2023,440,36.19,81
1020,2024,440,23.82,81
1021,2021,457,53.33,11
1021,2022,457,33.44,11
1021,2023,457,16.33,11
1021,2024,457,86.52,11
1021,2020,466,94.98,11
1021,2021,466,35.49,11
1021,2022,466,77.98,11
1021,2023,466,73.34,11
1021,2024,466,19.64,11
1022,2020,305,17.29,8
1022,2021,305,96.48,8
1022,2022,305,68.89,8
1022,2023,305,97.77,8
1022,2024,305,39.54,8
1022,2023,440,22.86,81
1022,2024,440,95.44,81
1023,2022,85,47.57,3
1023,2023,85,81.74,3
1023,2024,85,33.73,3
1023,2023,305,90.59,8
1023,2024,305,30.75,8
1023,2020,466,11.07,11
1023,2021,466,22.34,11
1023,2022,466,81.74,11
1023,2023,466,38.6,11
1023,2024,466,25.83,11
1024,2020,305,76.56,8
1024,2021,305,10.09,8
1024,2022,305,69.36,8
1024,2023,305,9.92,8
1024,2024,305,95.99,8
1027,2023,86,57.94,8
1027,2024,86,31.23,8
1027,2022,210,3.09,8
1027,2023,210,11.44,8
1027,2024,210,71.53,8
1027,2020,258,199,2
1027,2021,258,274,2
1027,2022,258,995,2
1027,2023,258,383,2
1027,2024,258,526,2
1027,2022,369,43.51,3
1027,2023,369,76.65,3
1027,2024,369,71.7,3
1028,2021,258,570,2
1028,2022,258,716,2
1028,2023,258,172,2
1028,2024,258,425,2
1028,2023,269,65.13,11
1028,2024,269,25.97,11
1028,2022,304,83.52,3
1028,2023,304,83.48,3
1028,2024,304,47.15,3
1028,2022,305,20.8,8
1028,2023,305,20.17,8
1028,2024,305,4.87,8
1029,2021,257,22,2
1029,2022,257,136,2
1029,2023,257,141,2
1029,2024,257,960,2
1029,2022,390,60.68,3
1029,2023,390,44.18,3
1029,2024,390,22.38,3
1029,2021,466,57.38,11
1029,2022,466,59.89,11
1029,2023,466,33.07,11
1029,2024,466,16.69,11
1030,2021,85,75.02,3
1030,2022,85,13.98,3
1030,2023,85,19.49,3
1030,2024,85,8.8,3
1030,2021,293,262,4
1030,2022,293,157,4
1030,2023,293,489,4
1030,2024,293,65,4
1031,2024,472,95.86,12
1031,2021,534,734,2
1031,2022,534,125,2
1031,2023,534,364,2
1031,2024,534,677,2
1032,2024,26,91.43,12
1032,2021,269,90.13,11
1032,2022,269,13.16,11
1032,2023,269,58.11,11
1032,2024,269,36.76,11
1034,2024,18,352,2
1034,2023,85,63.73,3
1034,2024,85,10.7,3
1034,2020,210,21.32,8
1034,2021,210,3.23,8
1034,2022,210,31.57,8
1034,2023,210,25.42,8
1034,2024,210,67.85,8
1034,2020,473,35.98,8
1034,2021,473,52.49,8
1034,2022,473,30.34,8
1034,2023,473,23.64,8
1034,2024,473,84.44,8
1034,2020,534,589,2
1034,2021,534,76,2
1034,2022,534,334,2
1034,2023,534,962,2
1034,2024,534,893,2
1035,2024,53,337,4
1035,2023,210,38.3,8
1035,2024,210,48.95,8
1035,2024,458,97.53,11
1036,2021,271,386,2
1036,2022,271,836,2
1036,2023,271,648,2
1036,2024,271,541,2
1037,2024,18,748,2
1038,2021,53,831,4
1038,2022,53,142,4
1038,2023,53,263,4
1038,2024,53,343,4
1038,2022,86,11.0,8
1038,2023,86,36.85,8
1038,2024,86,88.79,8
1038,2024,258,349,2
1038,2020,380,3.34,3
1038,2021,380,55.26,3
1038,2022,380,87.49,3
1038,2023,380,32.36,3
1038,2024,380,81.94,3
1038,2024,390,62.67,3
1039,2021,271,940,2
1039,2022,271,500,2
1039,2023,271,186,2
1039,2024,271,279,2
1039,2020,293,870,4
1039,2021,293,102,4
1039,2022,293,76,4
1039,2023,293,925,4
1039,2024,293,608,4
1039,2021,369,78.6,3
1039,2022,369,76.29,3
1039,2023,369,90.01,3
1039,2024,369,64.91,3
1039,2020,375,15.04,3
1039,2021,375,62.1,3
1039,2022,375,68.69,3
1039,2023,375,50.53,3
1039,2024,375,36.96,3
1039,2024,414,70.96,11
1040,2024,85,26.32,3
1040,2021,258,731,2
1040,2022,258,138,2
1040,2023,258,994,2
1040,2024,258,804,2
1040,2023,269,78.07,11
1040,2024,269,18.7,11
1041,2024,473,80.94,8
1042,2023,269,2.36,11
1042,2024,269,3.9,11
1043,2020,18,835,2
1043,2021,18,851,2
1043,2022,18,738,2
1043,2023,18,537,2
1043,2024,18,93,2
1043,2023,53,437,4
1043,2024,53,216,4
1043,2021,466,76.67,11
1043,2022,466,65.54,11
1043,2023,466,48.48,11
1043,2024,466,1.36,11
1043,2020,519,54.68,3
1043,2021,519,67.56,3
1043,2022,519,99.1,3
1043,2023,519,34.16,3
1043,2024,519,26.61,3
1044,2023,293,819,4
1044,2024,293,128,4
1045,2024,304,16.87,3
1045,2020,369,85.98,3
1045,2021,369,70.25,3
1045,2022,369,48.56,3
1045,2023,369,40.94,3
1045,2024,369,95.03,3
1045,2021,466,2.73,11
1045,2022,466,43.48,11
1045,2023,466,83.76,11
1045,2024,466,11.26,11
1045,2023,473,39.32,8
1045,2024,473,74.11,8
1046,2021,26,84.91,12
1046,2022,26,66.96,12
1046,2023,26,16.42,12
1046,2024,26,36.24,12
1046,2021,414,83.79,11
1046,2022,414,77.06,11
1046,2023,414,50.83,11
1046,2024,414,81.24,11
1047,2020,466,20.5,11
1047,2021,466,82.6,11
1047,2022,466,21.13,11
1047,2023,466,24.57,11
1047,2024,466,84.05,11
1048,2021,368,79.87,11
1048,2022,368,7.43,11
1048,2023,368,23.16,11
1048,2024,368,64.24,11
1049,2023,18,234,2
1049,2024,18,31,2
1049,2021,440,18.36,81
1049,2022,440,57.06,81
1049,2023,440,10.92,81
1049,2024,440,61.22,81
1049,2021,445,91.58,11
1049,2022,445,28.74,11
1049,2023,445,19.3,11
1049,2024,445,34.63,11
1050,2023,304,95.38,3
1050,2024,304,20.71,3
1050,2023,414,29.73,11
1050,2024,414,25.25,11
1051,2023,26,20.03,12
1051,2024,26,58.86,12
1051,2024,369,7.32,3
1052,2024,293,157,4
1052,2021,390,54.02,3
1052,2022,390,14.11,3
1052,2023,390,28.66,3
1052,2024,390,24.19,3
1052,2021,466,13.27,11
1052,2022,466,3.36,11
1052,2023,466,23.38,11
1052,2024,466,60.79,11
1053,2024,25,15.74,11
1053,2024,369,33.03,3
1053,2022,519,78.17,3
1053,2023,519,45.38,3
1053,2024,519,37.27,3
1054,2020,86,3.71,8
1054,2021,86,44.39,8
1054,2022,86,65.02,8
1054,2023,86,78.91,8
1054,2024,86,84.63,8
1054,2020,271,58,2
1054,2021,271,815,2
1054,2022,271,303,2
1054,2023,271,515,2
1054,2024,271,275,2
1054,2021,369,87.87,3
1054,2022,369,44.89,3
1054,2023,369,84.98,3
1054,2024,369,74.42,3
1054,2022,375,80.24,3
1054,2023,375,18.88,3
1054,2024,375,57.53,3
1055,2021,99,65.04,28
1055,2022,99,70.91,28
1055,2023,99,70.93,28
1055,2024,99,88.91,28
1055,2023,380,15.85,3
1055,2024,380,1.4,3
1056,2020,375,68.36,3
1056,2021,375,56.51,3
1056,2022,375,18.21,3
1056,2023,375,1.51,3
1056,2024,375,69.16,3
1056,2023,458,51.22,11
1056,2024,458,90.57,11
1057,2024,85,27.39,3
1057,2021,210,15.06,8
1057,2022,210,57.28,8
1057,2023,210,52.69,8
1057,2024,210,28.27,8
1057,2020,380,98.09,3
1057,2021,380,52.57,3
1057,2022,380,84.11,3
1057,2023,380,68.39,3
1057,2024,380,63.62,3
1058,2020,26,23.9,12
1058,2021,26,70.64,12
1058,2022,26,7.37,12
1058,2023,26,94.31,12
1058,2024,26,47.69,12
1058,2023,293,503,4
1058,2024,293,765,4
1058,2022,440,48.14,81
1058,2023,440,23.68,81
1058,2024,440,17.51,81
1058,2024,472,36.34,12
1061,2022,445,10.99,11
1061,2023,445,7.55,11
1061,2024,445,14.75,11
1062,2021,26,48.09,12
1062,2022,26,49.36,12
1062,2023,26,35.59,12
1062,2024,26,65.46,12
1062,2022,210,47.1,8
1062,2023,210,43.04,8
1062,2024,210,8.82,8
1062,2020,390,95.9,3
1062,2021,390,11.12,3
1062,2022,390,89.98,3
1062,2023,390,24.01,3
1062,2024,390,29.98,3
1063,2023,440,78.14,81
1063,2024,440,13.95,81
1064,2021,269,73.83,11
1064,2022,269,29.33,11
1064,2023,269,30.5,11
1064,2024,269,26.59,11
1064,2022,271,442,2
1064,2023,271,479,2
1064,2024,271,634,2
1064,2020,305,15.31,8
1064,2021,305,75.56,8
1064,2022,305,36.76,8
1064,2023,305,16.54,8
1064,2024,305,9.9,8
1064,2022,519,61.98,3
1064,2023,519,8.29,3
1064,2024,519,84.57,3
1065,2021,18,772,2
1065,2022,18,951,2
1065,2023,18,21,2
1065,2024,18,9,2
1065,2022,53,696,4
1065,2023,53,718,4
1065,2024,53,259,4
1065,2022,390,13.49,3
1065,2023,390,89.72,3
1065,2024,390,79.77,3
1066,2024,245,296,4
1066,2022,258,759,2
1066,2023,258,453,2
1066,2024,258,675,2
1067,2021,26,98.43,12
1067,2022,26,58.24,12
1067,2023,26,76.68,12
1067,2024,26,29.72,12
1067,2024,369,83.69,3
1068,2020,26,65.34,12
1068,2021,26,58.0,12
1068,2022,26,3.78,12
1068,2023,26,4.23,12
1068,2024,26,23.68,12
1068,2021,304,22.08,3
1068,2022,304,27.42,3
1068,2023,304,62.74,3
1068,2024,304,88.26,3
1068,2024,390,52.01,3
1068,2024,414,73.4,11
1069,2021,368,58.66,11
1069,2022,368,15.48,11
1069,2023,368,58.23,11
1069,2024,368,29.48,11
1069,2023,390,89.73,3
1069,2024,390,53.51,3
1070,2020,25,17.11,11
1070,2021,25,60.01,11
1070,2022,25,17.65,11
1070,2023,25,82.07,11
1070,2024,25,60.68,11
1071,2023,25,35.05,11
1071,2024,25,94.79,11
1072,2023,271,382,2
1072,2024,271,476,2
1072,2020,368,6.0,11
1072,2021,368,3.32,11
1072,2022,368,2.36,11
1072,2023,368,11.85,11
1072,2024,368,55.62,11
1073,2021,304,16.04,3
1073,2022,304,37.33,3
1073,2023,304,83.19,3
1073,2024,304,48.65,3
1074,2022,85,56.01,3
1074,2023,85,93.9,3
1074,2024,85,23.32,3
1076,2024,26,16.83,12
1076,2020,458,0.64,11
1076,2021,458,50.55,11
1076,2022,458,42.02,11
1076,2023,458,55.2,11
1076,2024,458,90.68,11
1076,2022,534,178,2
1076,2023,534,767,2
1076,2024,534,691,2
1077,2020,305,4.97,8
1077,2021,305,2.54,8
1077,2022,305,86.6,8
1077,2023,305,63.15,8
1077,2024,305,87.96,8
1078,2024,458,71.4,11
1079,2024,18,810,2
1079,2022,210,35.7,8
1079,2023,210,24.09,8
1079,2024,210,67.35,8
1079,2022,245,574,4
1079,2023,245,779,4
1079,2024,245,741,4
1079,2020,271,558,2
1079,2021,271,12,2
1079,2022,271,587,2
1079,2023,271,319,2
1079,2024,271,68,2
1079,2024,390,37.89,3
1079,2021,458,58.67,11
1079,2022,458,88.98,11
1079,2023,458,95.99,11
1079,2024,458,30.84,11
1080,2020,534,965,2
1080,2021,534,446,2
1080,2022,534,953,2
1080,2023,534,795,2
1080,2024,534,150,2
1082,2020,53,147,4
1082,2021,53,293,4
1082,2022,53,981,4
1082,2023,53,111,4
1082,2024,53,332,4
1082,2024,304,45.53,3
1082,2020,380,84.29,3
1082,2021,380,51.45,3
1082,2022,380,78.54,3
1082,2023,380,37.92,3
1082,2024,380,49.14,3
1084,2024,245,757,4
1086,2021,85,67.24,3
1086,2022,85,13.49,3
1086,2023,85,77.73,3
1086,2024,85,56.88,3
1086,2021,368,74.91,11
1086,2022,368,83.47,11
1086,2023,368,24.8,11
1086,2024,368,52.51,11
1088,2021,258,255,2
1088,2022,258,99,2
1088,2023,258,569,2
1088,2024,258,336,2
1088,2022,368,6.58,11
1088,2023,368,46.58,11
1088,2024,368,83.48,11
1088,2022,390,88.73,3
1088,2023,390,68.47,3
1088,2024,390,88.29,3
1088,2022,414,31.58,11
1088,2023,414,73.62,11
1088,2024,414,33.57,11
1088,2021,466,82.02,11
1088,2022,466,59.73,11
1088,2023,466,54.97,11
1088,2024,466,59.48,11
1089,2020,258,910,2
1089,2021,258,603,2
1089,2022,258,593,2
1089,2023,258,158,2
1089,2024,258,346,2
1089,2023,368,87.95,11
1089,2024,368,47.38,11
1090,2024,210,54.76,8
1090,2021,257,292,2
1090,2022,257,198,2
1090,2023,257,291,2
1090,2024,257,133,2
1090,2021,534,29,2
1090,2022,534,815,2
1090,2023,534,419,2
1090,2024,534,747,2
1091,2020,25,87.41,11
1091,2021,25,55.82,11
1091,2022,25,16.66,11
1091,2023,25,2.54,11
1091,2024,25,17.15,11
1091,2024,53,719,4
1091,2022,440,62.82,81
1091,2023,440,13.1,81
1091,2024,440,95.71,81
1092,2023,458,59.63,11
1092,2024,458,42.82,11
1093,2023,258,399,2
1093,2024,258,610,2
1094,2024,26,28.84,12
1094,2023,390,68.38,3
1094,2024,390,19.49,3
1094,2024,458,60.07,11
1095,2020,25,24.15,11
1095,2021,25,31.76,11
1095,2022,25,50.3,11
1095,2023,25,79.06,11
1095,2024,25,97.42,11
1096,2021,414,48.52,11
1096,2022,414,15.82,11
1096,2023,414,86.18,11
1096,2024,414,51.65,11
1097,2024,99,20.78,28
1097,2021,473,74.23,8
1097,2022,473,32.39,8
1097,2023,473,48.36,8
1097,2024,473,66.42,8
1098,2021,445,94.85,11
1098,2022,445,18.32,11
1098,2023,445,59.42,11
1098,2024,445,34.85,11
1098,2023,458,22.19,11
1098,2024,458,31.92,11
1098,2023,519,98.8,3
1098,2024,519,20.95,3
1099,2020,258,820,2
1099,2021,258,682,2
1099,2022,258,510,2
1099,2023,258,150,2
1099,2024,258,360,2
1099,2024,445,64.79,11
1101,2022,375,76.19,3
1101,2023,375,91.38,3
1101,2024,375,26.21,3
1102,2020,120,59.92,3
1102,2021,120,30.46,3
1102,2022,120,77.15,3
1102,2023,120,76.25,3
1102,2024,120,92.0,3
1102,2023,519,13.97,3
1102,2024,519,96.95,3
1103,2021,99,72.83,28
1103,2022,99,20.33,28
1103,2023,99,14.64,28
1103,2024,99,46.24,28
1103,2023,458,84.93,11
1103,2024,458,26.65,11
1104,2021,369,68.25,3
1104,2022,369,48.68,3
1104,2023,369,81.38,3
1104,2024,369,61.62,3
1105,2024,120,52.79,3
1105,2020,445,7.12,11
1105,2021,445,33.95,11
1105,2022,445,81.83,11
1105,2023,445,79.38,11
1105,2024,445,25.17,11
1105,2022,473,38.92,8
1105,2023,473,65.66,8
1105,2024,473,47.38,8
1106,2021,85,18.65,3
1106,2022,85,22.41,3
1106,2023,85,35.26,3
1106,2024,85,89.77,3
1106,2024,245,325,4
1107,2023,25,98.67,11
1107,2024,25,73.78,11
1107,2022,472,30.01,12
1107,2023,472,3.44,12
1107,2024,472,63.45,12
1108,2021,53,554,4
1108,2022,53,769,4
1108,2023,53,867,4
1108,2024,53,360,4
1108,2021,440,18.21,81
1108,2022,440,15.48,81
1108,2023,440,92.3,81
1108,2024,440,57.49,81
1109,2023,53,388,4
1109,2024,53,870,4
1109,2024,534,708,2
1110,2020,380,20.12,3
1110,2021,380,0.63,3
1110,2022,380,60.38,3
1110,2023,380,96.75,3
1110,2024,380,79.93,3
1110,2023,458,73.86,11
1110,2024,458,29.68,11
1110,2021,466,96.07,11
1110,2022,466,27.83,11
1110,2023,466,79.3,11
1110,2024,466,36.59,11
1111,2020,86,9.92,8
1111,2021,86,77.84,8
1111,2022,86,25.42,8
1111,2023,86,81.71,8
1111,2024,86,93.6,8
1111,2021,390,73.55,3
1111,2022,390,21.55,3
1111,2023,390,68.43,3
1111,2024,390,35.18,3
1111,2021,445,8.78,11
1111,2022,445,38.92,11
1111,2023,445,68.5,11
1111,2024,445,77.56,11
1111,2022,472,19.0,12
1111,2023,472,57.49,12
1111,2024,472,53.92,12
1112,2020,257,145,2
1112,2021,257,509,2
1112,2022,257,711,2
1112,2023,257,496,2
1112,2024,257,583,2
1112,2021,305,93.54,8
1112,2022,305,31.27,8
1112,2023,305,80.26,8
1112,2024,305,59.12,8
1112,2022,368,93.61,11
1112,2023,368,39.48,11
1112,2024,368,5.9,11
1112,2023,466,16.79,11
1112,2024,466,58.38,11
1113,2022,85,54.08,3
1113,2023,85,5.56,3
1113,2024,85,99.76,3
1113,2020,414,76.75,11
1113,2021,414,39.93,11
1113,2022,414,58.27,11
1113,2023,414,33.64,11
1113,2024,414,49.98,11
1113,2021,440,27.94,81
1113,2022,440,61.2,81
1113,2023,440,44.91,81
1113,2024,440,48.98,81
1114,2020,26,8.12,12
1114,2021,26,18.04,12
1114,2022,26,55.27,12
1114,2023,26,42.82,12
1114,2024,26,70.33,12
1114,2021,86,31.57,8
1114,2022,86,75.09,8
1114,2023,86,41.61,8
1114,2024,86,31.1,8
1114,2020,304,61.88,3
1114,2021,304,27.47,3
1114,2022,304,83.47,3
1114,2023,304,17.41,3
1114,2024,304,8.89,3
1114,2022,390,19.38,3
1114,2023,390,46.57,3
1114,2024,390,74.2,3
1115,2023,257,493,2
1115,2024,257,335,2
1116,2021,369,45.75,3
1116,2022,369,53.58,3
1116,2023,369,35.32,3
1116,2024,369,40.38,3
1116,2023,445,98.27,11
1116,2024,445,82.66,11
1116,2023,519,32.68,3
1116,2024,519,64.94,3
1117,2023,25,53.9,11
1117,2024,25,4.53,11
1117,2022,534,23,2
1117,2023,534,456,2
1117,2024,534,519,2
1118,2024,85,65.98,3
1118,2022,99,84.25,28
1118,2023,99,65.3,28
1118,2024,99,10.52,28
1118,2023,369,39.85,3
1118,2024,369,74.41,3
1118,2020,375,76.25,3
1118,2021,375,83.38,3
1118,2022,375,97.24,3
1118,2023,375,25.25,3
1118,2024,375,77.17,3
1122,2020,245,407,4
1122,2021,245,509,4
1122,2022,245,370,4
1122,2023,245,575,4
1122,2024,245,117,4
1123,2023,120,52.81,3
1123,2024,120,15.3,3
1123,2021,210,81.01,8
1123,2022,210,8.42,8
1123,2023,210,35.44,8
1123,2024,210,50.33,8
1123,2021,368,35.56,11
1123,2022,368,85.09,11
1123,2023,368,47.94,11
1123,2024,368,92.58,11
1124,2020,210,87.17,8
1124,2021,210,45.2,8
1124,2022,210,5.59,8
1124,2023,210,86.47,8
1124,2024,210,30.79,8
1124,2020,257,350,2
1124,2021,257,648,2
1124,2022,257,824,2
1124,2023,257,666,2
1124,2024,257,561,2
1124,2021,369,21.33,3
1124,2022,369,7.15,3
1124,2023,369,59.11,3
1124,2024,369,11.12,3
1124,2024,414,0.5,11
1125,2023,375,43.8,3
1125,2024,375,25.54,3
1125,2023,380,67.7,3
1125,2024,380,35.66,3
1127,2024,258,650,2
1127,2021,445,14.23,11
1127,2022,445,3.4,11
1127,2023,445,11.62,11
1127,2024,445,15.08,11
1127,2020,472,34.76,12
1127,2021,472,45.44,12
1127,2022,472,3.68,12
1127,2023,472,26.94,12
1127,2024,472,84.56,12
1128,2020,26,88.91,12
1128,2021,26,33.16,12
1128,2022,26,98.27,12
1128,2023,26,58.17,12
1128,2024,26,90.53,12
1128,2020,269,26.34,11
1128,2021,269,58.17,11
1128,2022,269,29.29,11
1128,2023,269,24.43,11
1128,2024,269,78.89,11
1129,2024,305,15.67,8
1129,2020,368,92.94,11
1129,2021,368,37.97,11
1129,2022,368,83.5,11
1129,2023,368,25.35,11
1129,2024,368,14.43,11
1130,2022,472,88.03,12
1130,2023,472,34.86,12
1130,2024,472,97.28,12
1131,2022,210,75.47,8
1131,2023,210,61.75,8
1131,2024,210,4.71,8
1131,2021,445,35.14,11
1131,2022,445,47.86,11
1131,2023,445,60.39,11
1131,2024,445,12.03,11
1132,2021,257,600,2
1132,2022,257,452,2
1132,2023,257,354,2
1132,2024,257,726,2
1132,2024,534,210,2
1133,2022,375,59.69,3
1133,2023,375,81.79,3
1133,2024,375,62.85,3
1133,2021,466,88.85,11
1133,2022,466,10.29,11
1133,2023,466,91.72,11
1133,2024,466,55.49,11
1134,2020,26,47.77,12
1134,2021,26,31.52,12
1134,2022,26,11.32,12
1134,2023,26,7.23,12
1134,2024,26,12.97,12
1134,2023,293,881,4
1134,2024,293,468,4
1134,2021,466,27.88,11
1134,2022,466,18.99,11
1134,2023,466,20.1,11
1134,2024,466,24.8,11
1135,2024,99,62.27,28
1135,2020,368,15.09,11
1135,2021,368,9.67,11
1135,2022,368,56.31,11
1135,2023,368,69.02,11
1135,2024,368,1.03,11
1137,2021,53,865,4
1137,2022,53,437,4
1137,2023,53,271,4
1137,2024,53,213,4
1138,2024,99,37.46,28
1138,2024,271,591,2
1138,2023,369,92.99,3
1138,2024,369,52.59,3
1138,2020,457,20.57,11
1138,2021,457,51.99,11
1138,2022,457,8.39,11
1138,2023,457,71.97,11
1138,2024,457,40.62,11
1139,2022,26,14.31,12
1139,2023,26,41.93,12
1139,2024,26,92.36,12
1139,2020,269,53.95,11
1139,2021,269,11.68,11
1139,2022,269,97.97,11
1139,2023,269,23.89,11
1139,2024,269,31.65,11
1139,2024,369,95.79,3
1139,2022,519,14.26,3
1139,2023,519,33.76,3
1139,2024,519,10.8,3
1140,2021,18,37,2
1140,2022,18,158,2
1140,2023,18,619,2
1140,2024,18,167,2
1140,2022,390,91.67,3
1140,2023,390,80.63,3
1140,2024,390,10.9,3
1141,2023,18,564,2
1141,2024,18,886,2
1141,2024,368,22.05,11
1141,2020,414,55.43,11
1141,2021,414,98.2,11
1141,2022,414,93.18,11
1141,2023,414,93.27,11
1141,2024,414,15.55,11
1142,2023,534,665,2
1142,2024,534,612,2
1143,2023,120,11.22,3
1143,2024,120,95.43,3
1143,2020,269,58.2,11
1143,2021,269,48.95,11
1143,2022,269,11.28,11
1143,2023,269,99.94,11
1143,2024,269,42.4,11
1143,2020,440,31.8,81
1143,2021,440,34.86,81
1143,2022,440,29.05,81
1143,2023,440,39.27,81
1143,2024,440,42.41,81
1146,2023,86,87.33,8
1146,2024,86,68.46,8
1146,2022,519,74.93,3
1146,2023,519,67.72,3
1146,2024,519,40.85,3
1146,2020,534,927,2
1146,2021,534,421,2
1146,2022,534,786,2
1146,2023,534,280,2
1146,2024,534,713,2
1147,2020,210,31.77,8
1147,2021,210,53.96,8
1147,2022,210,8.92,8
1147,2023,210,84.18,8
1147,2024,210,96.17,8
1147,2023,368,67.2,11
1147,2024,368,63.27,11
1147,2021,369,93.33,3
1147,2022,369,62.02,3
1147,2023,369,20.35,3
1147,2024,369,92.09,3
1147,2024,390,48.75,3
1148,2024,99,33.75,28
1148,2021,293,916,4
1148,2022,293,828,4
1148,2023,293,282,4
1148,2024,293,269,4
1149,2023,368,0.02,11
1149,2024,368,58.47,11
1149,2024,473,33.46,8
1149,2022,519,88.6,3
1149,2023,519,58.84,3
1149,2024,519,65.92,3
1150,2023,305,79.13,8
1150,2024,305,48.75,8
1151,2022,26,64.3,12
1151,2023,26,36.25,12
1151,2024,26,76.78,12
1151,2020,258,818,2
1151,2021,258,507,2
1151,2022,258,109,2
1151,2023,258,641,2
1151,2024,258,342,2
1151,2023,271,109,2
1151,2024,271,698,2
1151,2021,293,907,4
1151,2022,293,683,4
1151,2023,293,911,4
1151,2024,293,896,4
1151,2021,390,70.81,3
1151,2022,390,90.97,3
1151,2023,390,57.61,3
1151,2024,390,35.7,3
1151,2023,457,43.02,11
1151,2024,457,63.62,11
1152,2024,86,69.76,8
1152,2021,414,43.41,11
1152,2022,414,1.43,11
1152,2023,414,62.29,11
1152,2024,414,23.12,11
1153,2022,25,59.1,11
1153,2023,25,85.72,11
1153,2024,25,12.27,11
1153,2024,305,25.48,8
1153,2022,369,52.89,3
1153,2023,369,73.59,3
1153,2024,369,8.83,3
1155,2020,210,23.47,8
1155,2021,210,14.03,8
1155,2022,210,81.73,8
1155,2023,210,48.98,8
1155,2024,210,62.4,8
1155,2022,390,80.68,3
1155,2023,390,83.73,3
1155,2024,390,81.69,3
1155,2024,445,72.44,11
1156,2020,85,57.14,3
